O*NET-SOC Code	Task ID	Task	Green Task Type	Date	Domain Source
19-4051.01	19796	Prepare reports to communicate information such as contamination test results, decontamination results, or decontamination procedures.	New Green Task	07/2011	Analyst
19-4091.00	1550	Collect samples of gases, soils, water, industrial wastewater, or asbestos products to conduct tests on pollutant levels or identify sources of pollution.	Existing Green Task	06/2008	Incumbent
19-4091.00	1549	Record test data and prepare reports, summaries, or charts that interpret test results.	Existing Green Task	06/2008	Incumbent
19-4091.00	1570	Develop or implement programs for monitoring of environmental pollution or radiation.	Existing Green Task	06/2008	Incumbent
19-4091.00	1560	Discuss test results and analyses with customers.	Existing Green Task	06/2008	Incumbent
19-4091.00	1563	Set up equipment or stations to monitor and collect pollutants from sites, such as smoke stacks, manufacturing plants, or mechanical equipment.	Existing Green Task	06/2008	Incumbent
19-4091.00	1561	Maintain files, such as hazardous waste databases, chemical usage data, personnel exposure information, or diagrams showing equipment locations.	Existing Green Task	06/2008	Incumbent
19-4091.00	1568	Develop testing procedures or direct activities of workers in laboratory.	Existing Green Task	06/2008	Incumbent
19-4091.00	1556	Prepare samples or photomicrographs for testing and analysis.	Existing Green Task	06/2008	Incumbent
19-4091.00	1553	Calibrate microscopes or test instruments.	Existing Green Task	06/2008	Incumbent
19-4091.00	1567	Examine and analyze material for presence and concentration of contaminants, such as asbestos, using variety of microscopes.	Existing Green Task	06/2008	Incumbent
19-4091.00	1557	Calculate amount of pollutant in samples or compute air pollution or gas flow in industrial processes, using chemical and mathematical formulas.	Existing Green Task	06/2008	Incumbent
19-4091.00	1554	Make recommendations to control or eliminate unsafe conditions at workplaces or public facilities.	Existing Green Task	06/2008	Incumbent
19-4091.00	1566	Weigh, analyze, or measure collected sample particles, such as lead, coal dust, or rock to determine concentration of pollutants.	Existing Green Task	06/2008	Incumbent
19-4091.00	1552	Provide information or technical or program assistance to government representatives, employers, or the general public on the issues of public health, environmental protection, or workplace safety.	Existing Green Task	06/2008	Incumbent
19-4091.00	1569	Conduct standardized tests to ensure materials or supplies used throughout power supply systems meet processing and safety specifications.	Existing Green Task	06/2008	Incumbent
19-4091.00	1562	Perform statistical analysis of environmental data.	Existing Green Task	06/2008	Incumbent
19-4091.00	1551	Respond to and investigate hazardous conditions or spills, or outbreaks of disease or food poisoning, collecting samples for analysis.	Existing Green Task	06/2008	Incumbent
19-4091.00	1559	Determine amounts and kinds of chemicals to use in destroying harmful organisms or removing impurities from purification systems.	Existing Green Task	06/2008	Incumbent
19-4091.00	1555	Inspect sanitary conditions at public facilities.	Existing Green Task	06/2008	Incumbent
19-4091.00	1565	Inspect workplaces to ensure the absence of health and safety hazards, such as high noise levels, radiation, or potential lighting hazards.	Existing Green Task	06/2008	Incumbent
19-4091.00	1564	Distribute permits, closure plans, or cleanup plans.	Existing Green Task	06/2008	Incumbent
19-4091.00	1558	Initiate procedures to close down or fine establishments violating environmental or health regulations.	Existing Green Task	06/2008	Incumbent
19-4091.00	19797	Analyze potential environmental impacts of production process changes and recommend steps to mitigate negative impacts.	New Green Task	07/2011	Analyst
19-4091.00	19798	Develop or implement site recycling or hazardous waste stream programs.	New Green Task	07/2011	Analyst
19-4091.00	19799	Monitor emission control devices to ensure they are operating properly and are in compliance with state and federal regulations.	New Green Task	07/2011	Analyst
19-4099.02	18285	Compile and analyze geospatial data to determine agricultural implications of factors such as soil quality, terrain, field productivity, fertilizers, and weather conditions.	Existing Green Task	06/2009	Occupational Expert
19-4099.02	18278	Program farm equipment, such as variable-rate planting equipment or pesticide sprayers, based on input from crop scouting and analysis of field condition variability.	Existing Green Task	06/2009	Occupational Expert
19-4099.02	18293	Analyze remote sensing imagery to identify relationships between soil quality, crop canopy densities, light reflectance, and weather history.	Existing Green Task	06/2009	Occupational Expert
19-4099.02	19800	Advise farmers on upgrading Global Positioning System (GPS) equipment to take advantage of newly installed advanced satellite technology.	New Green Task	07/2011	Analyst
19-4099.02	19801	Apply precision agriculture information to specifically reduce the negative environmental impacts of farming practices.	New Green Task	07/2011	Analyst
19-4099.02	19802	Participate in efforts to advance precision agriculture technology, such as developing advanced weed identification or automated spot spraying systems.	New Green Task	07/2011	Analyst
19-4099.02	19803	Provide advice on the development or application of better boomspray technology to limit the overapplication of chemicals and to reduce the migration of chemicals to areas other than the fields being treated.	New Green Task	07/2011	Analyst
19-4099.03	19804	Collaborate with agricultural workers to apply remote sensing information to efforts to reduce negative environmental impacts of farming practices.	New Green Task	07/2011	Analyst
19-4099.03	19805	Collect remote sensing data for forest or carbon tracking activities involved in assessing the impact of environmental change.	New Green Task	07/2011	Analyst
19-4099.03	19806	Provide remote sensing data for use in addressing environmental issues, such as surface water modeling or dust cloud detection.	New Green Task	07/2011	Analyst
